years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
3,buy_more,yes_sometimes,invest_all,monthly,retirement,292066,73887,896,12,medium,41.9
18,buy_more,no_never,invest_all,weekly,retirement,607485,605055,4740,10,high,93.3
4,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,6408,1271,32,4,low,1.0
6,wait_and_see,no_never,invest_all,weekly,wealth building,295911,156200,861,10,medium,42.6
4,wait_and_see,no_never,invest_all,monthly,buy a house,70879,75180,443,7,medium,14.0
3,wait_and_see,no_experience,invest_all,weekly,wealth building,150782,169923,387,12,medium,33.3
5,wait_and_see,yes_sometimes,save_all,monthly,buy a house,497538,293573,24586,3,high,33.3
0,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,3375,439,47,2,low,4.8
8,buy_more,no_never,invest_all,weekly,wealth building,287779,434509,2561,15,high,77.1
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,14463,5686,317,3,low,8.8
5,sell_immediately,no_experience,save_half,rarely,save for a car,25966,4360,560,4,medium,9.4
12,buy_more,no_never,invest_all,daily,retirement,418207,544249,941,15,medium,52.5
8,buy_more,yes_sometimes,save_half,monthly,retirement,231743,121445,924,10,medium,39.7
7,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,488817,311324,11660,7,high,60.9
2,sell_immediately,yes_sometimes,spend_it,rarely,vacation,16662,21597,272,2,medium,15.1
1,wait_and_see,yes_sometimes,save_half,monthly,emergency fund,31129,7748,517,3,medium,7.2
10,wait_and_see,no_never,save_half,monthly,wealth building,50202,69204,250,10,medium,41.3
4,wait_and_see,yes_sometimes,save_all,rarely,buy a house,32558,21346,675,2,low,20.1
7,buy_more,no_experience,save_half,weekly,buy a house,172859,25278,1210,7,medium,28.9
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,32124,6227,1024,2,medium,4.9
3,wait_and_see,yes_sometimes,save_all,rarely,save for a car,16079,4366,65,5,low,7.4
10,buy_more,no_never,save_half,daily,retirement,1150932,1064863,2787,20,medium,42.1
3,wait_and_see,no_experience,save_half,monthly,save for a car,17491,2448,371,3,medium,12.7
7,buy_more,yes_sometimes,save_half,monthly,wealth building,120619,47504,1164,5,medium,36.7
5,buy_more,no_experience,invest_all,monthly,wealth building,54501,5311,400,7,medium,39.3
6,wait_and_see,yes_sometimes,save_half,quarterly,retirement,2614803,4103220,59066,5,high,69.4
5,wait_and_see,yes_sometimes,invest_all,monthly,retirement,856958,1041764,6241,7,medium,40.8
15,buy_more,yes_sometimes,invest_all,weekly,wealth building,329549,106714,1571,10,medium,40.8
25,buy_more,yes_sometimes,invest_all,monthly,wealth building,931879,1779580,2632,15,high,68.5
10,buy_more,yes_sometimes,invest_all,daily,wealth building,280846,285711,1192,15,high,68.5
4,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,172907,242873,11320,2,high,31.7
3,buy_more,yes_sometimes,invest_all,weekly,wealth building,143324,107767,430,12,medium,35.1
2,wait_and_see,yes_always,spend_it,rarely,emergency fund,6359,5546,499,1,medium,10.4
12,buy_more,yes_sometimes,invest_all,weekly,wealth building,471694,407883,4462,20,high,78.8
0,wait_and_see,yes_always,spend_it,rarely,vacation,7759,5175,115,1,medium,14.9
2,sell_immediately,yes_sometimes,save_all,monthly,save for a car,71189,84185,860,4,high,22.8
5,wait_and_see,no_never,invest_all,weekly,retirement,215110,192189,623,12,medium,48.2
8,wait_and_see,no_experience,invest_all,weekly,wealth building,205585,273183,1962,5,medium,40.7
7,buy_more,no_experience,save_half,monthly,buy a house,314182,323885,1136,12,high,40.7
1,wait_and_see,no_experience,save_half,monthly,emergency fund,12315,4417,363,2,low,3.6
2,wait_and_see,yes_always,save_all,rarely,emergency fund,27636,13152,153,3,medium,3.0
25,buy_more,no_never,invest_all,daily,wealth building,305109,189712,1478,25,medium,58.9
10,wait_and_see,yes_sometimes,save_half,monthly,retirement,651294,740717,2397,15,medium,44.6
5,buy_more,no_never,save_half,quarterly,buy a house,141764,53934,309,12,medium,26.2
6,wait_and_see,no_never,invest_all,monthly,buy a house,115527,19653,1425,5,medium,25.9
8,wait_and_see,no_never,save_half,weekly,wealth building,1413642,2200943,4185,20,high,70.7
3,wait_and_see,yes_sometimes,invest_all,weekly,retirement,1661113,1181699,9826,10,high,63.5
5,sell_immediately,yes_sometimes,save_all,monthly,buy a house,75073,7489,979,5,low,6.8
7,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,143731,78690,609,7,medium,23.3
8,wait_and_see,no_experience,save_half,monthly,wealth building,126563,78084,557,10,medium,32.1
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,11905,4421,214,2,low,1.0
12,buy_more,no_never,invest_all,weekly,retirement,335790,121360,1071,20,medium,55.1
18,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,318682,169164,3707,20,high,76.0
4,buy_more,no_never,invest_all,weekly,wealth building,385495,358784,6298,10,high,72.6
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,25164,20802,1720,1,medium,1.8
2,wait_and_see,yes_sometimes,save_all,monthly,buy a house,84766,29913,1432,2,low,7.8
5,buy_more,yes_sometimes,save_half,weekly,wealth building,240120,94404,956,12,medium,35.0
3,wait_and_see,no_never,save_half,weekly,wealth building,155520,68649,989,12,medium,30.4
2,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,34870,9537,1099,3,medium,6.3
0,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,21280,26227,864,1,medium,1.0
2,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,12933,10752,694,1,medium,10.3
18,buy_more,yes_sometimes,save_half,weekly,retirement,1217424,1825134,6427,20,high,83.3
20,buy_more,no_never,invest_all,monthly,retirement,205443,67941,755,25,medium,55.2
6,buy_more,yes_sometimes,invest_all,quarterly,buy a house,194761,57764,818,12,medium,21.6
15,wait_and_see,yes_sometimes,save_half,daily,retirement,2295874,5353854,19766,10,high,72.7
8,wait_and_see,no_experience,save_half,quarterly,retirement,688180,269452,9728,5,medium,41.7
25,buy_more,no_never,invest_all,daily,retirement,1197637,1823425,8651,25,high,93.8
12,buy_more,no_never,save_half,monthly,retirement,3336688,6712057,15732,10,high,88.9
2,wait_and_see,yes_always,spend_it,rarely,vacation,13973,3338,247,2,medium,8.7
12,buy_more,no_never,invest_all,monthly,retirement,820473,206005,5712,15,medium,50.9
5,sell_immediately,no_experience,save_half,rarely,buy a house,169672,103795,5141,3,medium,21.1
0,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,13545,9782,161,2,medium,5.4
1,wait_and_see,no_experience,save_all,quarterly,buy a house,180730,121902,4368,3,medium,16.1
8,wait_and_see,no_never,save_half,quarterly,wealth building,544791,505617,22412,5,high,65.9
10,wait_and_see,no_never,save_half,monthly,retirement,1725303,1181338,13978,10,high,71.1
18,buy_more,no_never,save_half,monthly,retirement,1675025,2227235,26821,10,high,93.0
18,wait_and_see,no_never,save_half,monthly,wealth building,156053,47719,653,15,medium,39.1
1,sell_immediately,no_experience,save_half,quarterly,buy a house,110323,89301,1816,2,high,27.9
10,buy_more,no_never,invest_all,monthly,wealth building,288529,170070,1982,15,medium,50.2
12,buy_more,no_never,invest_all,weekly,retirement,783190,461808,9234,10,medium,47.7
8,wait_and_see,no_never,invest_all,monthly,retirement,2704226,1234249,123653,5,high,78.0
5,wait_and_see,yes_sometimes,save_half,monthly,buy a house,83963,6856,949,5,low,14.9
7,buy_more,no_experience,invest_all,weekly,wealth building,172931,160813,576,10,medium,46.9
5,wait_and_see,no_experience,save_half,quarterly,buy a house,482128,135878,8497,7,high,28.3
15,buy_more,yes_sometimes,invest_all,daily,retirement,1033255,462202,4986,25,medium,58.0
1,wait_and_see,yes_always,spend_it,quarterly,vacation,5560,4218,99,2,low,6.2
6,wait_and_see,yes_sometimes,save_half,quarterly,retirement,2185325,1218615,18064,7,high,70.8
7,wait_and_see,no_experience,invest_all,quarterly,wealth building,872484,875948,3101,12,high,67.2
18,wait_and_see,yes_sometimes,invest_all,daily,retirement,924538,451059,5613,20,medium,50.1
30,buy_more,no_never,invest_all,weekly,retirement,806036,335234,3961,20,medium,58.9
3,wait_and_see,no_never,save_half,weekly,retirement,965291,300231,17748,7,medium,38.0
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,26242,23112,485,2,medium,8.9
30,buy_more,yes_sometimes,invest_all,weekly,retirement,1105729,531911,19703,20,high,100.0
5,sell_immediately,no_experience,save_all,quarterly,save for a car,84989,59939,1205,4,high,22.7
4,wait_and_see,no_never,invest_all,weekly,retirement,2838221,1614562,30235,12,high,68.0
7,buy_more,yes_sometimes,invest_all,monthly,buy a house,177863,35589,2367,10,medium,20.0
1,sell_immediately,yes_always,spend_it,quarterly,emergency fund,21485,10085,625,3,medium,4.5
20,buy_more,no_never,invest_all,daily,retirement,1147692,1129356,5444,30,high,84.6
0,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,10051,4614,125,1,low,2.1
3,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,63416,75714,2431,3,high,24.1
5,sell_immediately,no_experience,save_half,rarely,save for a car,13483,4579,256,3,low,2.9
3,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,7871,5872,72,5,medium,7.9
8,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,195997,27380,1455,10,medium,36.9
1,wait_and_see,no_experience,save_all,quarterly,save for a car,27899,8730,421,3,low,7.4
18,wait_and_see,no_never,save_half,daily,wealth building,1094795,580725,7769,15,high,71.1
30,buy_more,yes_sometimes,invest_all,daily,wealth building,134042,226297,415,25,medium,54.6
15,buy_more,yes_sometimes,invest_all,monthly,retirement,436933,373045,2733,15,medium,50.3
1,wait_and_see,no_experience,save_all,rarely,buy a house,140003,82236,1953,4,medium,19.4
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,147772,71797,2438,5,high,37.5
10,buy_more,yes_sometimes,save_half,weekly,retirement,3588088,3249923,31919,15,high,78.3
15,buy_more,no_never,invest_all,monthly,wealth building,174218,22025,649,15,medium,42.3
4,wait_and_see,yes_sometimes,save_all,monthly,emergency fund,26576,4791,245,5,medium,5.8
4,wait_and_see,no_never,save_half,monthly,retirement,2646910,3100507,64008,5,high,69.7
4,sell_immediately,yes_sometimes,save_all,monthly,emergency fund,51905,20149,1742,5,high,7.1
4,sell_immediately,no_experience,save_all,quarterly,emergency fund,58495,52315,1154,2,high,10.5
18,buy_more,yes_sometimes,save_half,daily,retirement,372523,183080,1393,10,medium,38.0
3,wait_and_see,yes_sometimes,save_all,monthly,emergency fund,11605,8781,37,5,medium,6.3
8,buy_more,yes_sometimes,invest_all,weekly,retirement,560474,542810,3204,15,medium,47.0
0,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,7508,1940,126,2,low,6.4
10,buy_more,yes_sometimes,invest_all,daily,wealth building,448872,188985,2610,20,medium,47.6
7,wait_and_see,no_experience,invest_all,monthly,wealth building,279293,125273,13769,5,high,65.7
3,buy_more,no_experience,save_half,monthly,buy a house,315385,167246,4274,5,high,35.9
4,wait_and_see,no_never,save_half,monthly,retirement,367321,518595,918,12,medium,43.9
3,wait_and_see,no_experience,save_half,rarely,save for a car,18658,3633,489,2,low,14.1
8,wait_and_see,no_experience,save_half,weekly,retirement,2628428,2643876,36070,12,high,75.5
2,wait_and_see,yes_sometimes,spend_it,rarely,vacation,9192,8583,176,2,medium,9.9
3,buy_more,no_experience,invest_all,monthly,buy a house,108409,58368,1030,10,high,25.4
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,11179,2335,121,3,low,3.7
6,buy_more,no_experience,save_half,quarterly,buy a house,77922,54977,542,12,medium,28.7
8,wait_and_see,yes_sometimes,invest_all,monthly,retirement,1601692,1355952,18963,12,high,78.2
1,sell_immediately,yes_sometimes,save_all,monthly,save for a car,18835,6174,156,2,low,9.3
3,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,18642,6500,298,4,low,9.6
7,buy_more,no_experience,invest_all,weekly,retirement,266009,27082,1445,12,medium,40.5
8,wait_and_see,yes_sometimes,save_half,weekly,retirement,2771367,3722893,44261,10,high,72.3
8,buy_more,no_never,save_half,weekly,wealth building,109964,19773,737,10,medium,37.3
30,buy_more,yes_sometimes,invest_all,weekly,wealth building,705584,1238310,5629,15,high,83.0
25,buy_more,yes_sometimes,invest_all,daily,wealth building,326040,259770,2497,25,high,91.2
5,sell_immediately,yes_sometimes,save_half,monthly,emergency fund,37224,20195,1947,4,high,6.6
15,wait_and_see,yes_sometimes,invest_all,weekly,wealth building,248866,90840,1225,10,medium,41.2
18,buy_more,yes_sometimes,invest_all,monthly,retirement,2869495,2545482,27945,10,high,87.4
15,buy_more,yes_sometimes,invest_all,monthly,retirement,902107,421088,1691,15,medium,53.2
5,buy_more,yes_sometimes,invest_all,monthly,buy a house,67173,75309,229,7,medium,17.8
15,buy_more,no_never,invest_all,weekly,retirement,913534,994367,2966,30,medium,63.5
7,wait_and_see,no_experience,invest_all,monthly,buy a house,172118,43885,1249,5,medium,17.9
2,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,15329,17277,614,3,high,10.4
4,buy_more,yes_sometimes,save_half,monthly,buy a house,231953,303039,1461,12,high,36.5
0,wait_and_see,yes_always,save_all,rarely,emergency fund,13140,7961,253,3,medium,1.0
0,sell_immediately,yes_always,spend_it,rarely,vacation,10753,9080,284,3,medium,5.9
5,buy_more,no_never,save_half,weekly,wealth building,918298,1735696,8484,7,high,64.6
3,sell_immediately,no_experience,save_all,rarely,save for a car,99073,141384,1582,5,high,18.2
10,wait_and_see,no_never,save_half,monthly,wealth building,156219,230795,702,10,medium,41.6
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,3206,1329,69,2,low,1.0
4,wait_and_see,no_experience,save_all,monthly,buy a house,82241,36033,1109,5,medium,18.5
4,buy_more,yes_sometimes,invest_all,weekly,wealth building,970331,899580,6227,7,high,66.4
5,buy_more,no_never,save_half,monthly,retirement,1504447,1457911,10249,5,high,79.7
3,buy_more,no_experience,save_half,quarterly,wealth building,1063471,346508,8331,10,high,58.4
5,wait_and_see,yes_sometimes,save_all,monthly,emergency fund,14740,17901,175,5,medium,6.8
4,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,29090,26244,497,5,medium,1.0
15,buy_more,no_never,invest_all,weekly,retirement,1238252,1320587,5708,20,medium,61.1
7,buy_more,no_never,save_half,quarterly,buy a house,347194,254785,6152,7,high,38.1
10,wait_and_see,no_never,save_half,monthly,wealth building,713450,787950,3220,20,high,65.3
5,wait_and_see,no_experience,save_all,quarterly,save for a car,40426,93760,1496,2,high,29.1
6,wait_and_see,no_experience,invest_all,monthly,retirement,1269966,1111011,5059,10,high,67.9
3,sell_immediately,yes_sometimes,save_all,rarely,buy a house,87273,83723,1325,5,medium,21.7
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,7661,1764,291,3,medium,3.4
8,buy_more,no_never,save_half,quarterly,buy a house,143139,63679,766,7,medium,27.4
1,wait_and_see,yes_always,save_all,quarterly,vacation,4660,3321,194,2,medium,14.8
8,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,1112821,1982783,3214,20,high,72.1
4,buy_more,no_experience,invest_all,quarterly,retirement,2656601,5093931,28407,5,high,74.2
15,buy_more,yes_sometimes,invest_all,monthly,wealth building,58826,23887,401,20,medium,43.4
15,buy_more,yes_sometimes,save_half,daily,retirement,238938,88589,623,15,medium,48.4
7,buy_more,no_experience,save_half,quarterly,retirement,3077257,5608153,40105,10,high,79.2
18,wait_and_see,yes_sometimes,save_half,weekly,wealth building,311987,306424,3607,10,medium,37.9
10,wait_and_see,yes_sometimes,invest_all,weekly,retirement,2510780,683686,41140,10,high,78.8
1,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,15777,12544,179,3,medium,1.0
10,buy_more,no_never,invest_all,weekly,retirement,676634,864830,2524,10,high,77.1
2,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,6604,3222,77,2,low,4.4
8,wait_and_see,yes_sometimes,save_half,monthly,retirement,2306701,3364667,8733,10,high,66.1
6,buy_more,no_experience,save_half,monthly,retirement,1628098,2941526,19888,5,high,80.4
20,buy_more,no_never,invest_all,weekly,wealth building,900250,2499264,2739,25,high,89.4
6,wait_and_see,yes_sometimes,save_half,monthly,retirement,845122,631001,2756,7,medium,37.0
15,buy_more,no_never,invest_all,monthly,wealth building,416907,283587,1799,20,medium,43.4
6,wait_and_see,no_never,save_half,weekly,retirement,2827913,1755517,38556,12,high,78.4
15,buy_more,no_never,invest_all,monthly,wealth building,635897,874353,1748,25,high,79.0
2,wait_and_see,yes_always,spend_it,rarely,vacation,3349,430,68,3,medium,7.1
10,buy_more,no_never,save_half,weekly,wealth building,162035,123499,1237,15,medium,43.9
20,buy_more,yes_sometimes,invest_all,weekly,wealth building,530879,894796,1389,30,high,81.4
6,wait_and_see,yes_sometimes,invest_all,weekly,retirement,918331,354597,3190,10,medium,36.5
4,wait_and_see,no_never,invest_all,quarterly,retirement,1392802,432438,26087,5,high,69.6
1,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,114811,53281,3542,2,medium,10.3
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,26437,14327,556,1,medium,1.0
5,buy_more,no_experience,save_half,monthly,buy a house,160196,108709,1246,12,medium,29.2
18,wait_and_see,yes_sometimes,save_half,weekly,wealth building,258093,438181,938,15,medium,40.8
15,buy_more,no_never,invest_all,daily,wealth building,1132330,236085,11475,10,high,69.1
3,sell_immediately,no_experience,save_half,monthly,emergency fund,12889,17790,872,2,high,9.4
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,9006,556,328,1,low,1.0
7,wait_and_see,no_experience,invest_all,quarterly,retirement,723434,408007,6239,7,medium,41.6
5,buy_more,yes_sometimes,save_half,quarterly,wealth building,226506,225022,762,10,medium,37.9
25,buy_more,yes_sometimes,invest_all,daily,retirement,1013386,504839,5851,25,medium,55.4
4,buy_more,yes_sometimes,invest_all,quarterly,wealth building,136575,87556,1438,10,medium,43.0
1,wait_and_see,yes_always,save_all,rarely,emergency fund,18408,4631,672,2,low,9.3
0,wait_and_see,yes_sometimes,save_all,rarely,vacation,5659,968,330,1,medium,10.5
5,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,230861,42950,2049,7,medium,32.8
2,sell_immediately,no_experience,save_half,quarterly,emergency fund,19507,3192,595,2,low,2.2
10,buy_more,yes_sometimes,save_half,weekly,retirement,4215438,2041021,23793,20,high,67.8
3,buy_more,yes_sometimes,save_half,monthly,wealth building,248213,64083,4577,5,medium,35.8
3,sell_immediately,no_experience,save_half,monthly,emergency fund,4130,704,79,2,low,5.4
5,sell_immediately,yes_sometimes,save_half,monthly,buy a house,461793,574335,26192,2,high,26.7
1,wait_and_see,yes_sometimes,spend_it,rarely,vacation,2841,1192,94,1,low,10.7
4,wait_and_see,no_experience,save_half,rarely,emergency fund,56547,38830,5633,2,high,12.5
15,wait_and_see,no_never,invest_all,monthly,retirement,763997,774962,3963,20,medium,46.3
4,wait_and_see,no_never,invest_all,monthly,wealth building,112877,142105,748,12,high,58.2
12,wait_and_see,no_never,save_half,weekly,wealth building,240690,132601,593,15,medium,41.4
1,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,77306,40598,4389,2,high,25.8
4,buy_more,no_experience,save_half,weekly,buy a house,259577,397434,975,12,high,38.5
20,buy_more,yes_sometimes,invest_all,weekly,retirement,308044,59503,1530,15,medium,59.9
7,buy_more,no_never,invest_all,weekly,buy a house,325007,120119,2167,12,high,40.2
4,sell_immediately,no_experience,save_half,quarterly,buy a house,38987,13400,692,2,low,10.3
8,buy_more,no_never,save_half,monthly,wealth building,62977,9799,333,20,medium,44.3
0,wait_and_see,yes_sometimes,save_all,quarterly,vacation,9994,5314,156,2,low,6.1
0,wait_and_see,yes_always,save_all,rarely,emergency fund,4904,1256,138,1,low,4.0
5,wait_and_see,no_experience,save_all,monthly,save for a car,24551,7688,911,3,medium,14.4
5,wait_and_see,yes_sometimes,save_half,rarely,save for a car,52827,28639,1232,2,high,20.4
10,wait_and_see,no_never,save_half,weekly,wealth building,193048,136898,1315,20,high,74.7
1,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,45361,69467,1558,3,high,11.9
15,buy_more,yes_sometimes,invest_all,weekly,wealth building,431826,43522,1184,25,medium,46.1
6,buy_more,yes_sometimes,invest_all,monthly,buy a house,112951,226443,1723,5,high,48.2
5,buy_more,no_never,invest_all,monthly,buy a house,90050,185058,915,10,high,36.1
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,75514,11951,1007,5,low,5.7
3,wait_and_see,no_never,save_half,monthly,retirement,519228,286658,2913,5,medium,36.8
15,buy_more,yes_sometimes,save_half,daily,retirement,934151,1577576,2635,15,medium,49.1
1,sell_immediately,yes_always,spend_it,rarely,emergency fund,4504,308,148,1,low,1.0
3,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,34197,37788,706,2,medium,11.0
6,wait_and_see,yes_sometimes,save_half,weekly,buy a house,410769,212454,2994,12,high,35.8
2,wait_and_see,yes_always,save_all,quarterly,emergency fund,12465,1714,217,3,low,1.0
20,buy_more,no_never,invest_all,daily,wealth building,197151,231966,849,30,high,82.2
8,wait_and_see,no_never,invest_all,monthly,wealth building,267679,78719,828,20,medium,40.1
3,wait_and_see,yes_sometimes,save_all,quarterly,buy a house,170384,80250,14221,2,high,25.6
8,buy_more,no_never,invest_all,monthly,retirement,434203,93621,1391,15,medium,46.3
25,buy_more,yes_sometimes,invest_all,monthly,retirement,1698791,2200749,3293,15,high,82.7
6,wait_and_see,no_never,invest_all,weekly,retirement,824505,706610,5556,5,medium,48.4
8,wait_and_see,no_experience,save_half,weekly,wealth building,311019,231636,3380,10,medium,42.2
0,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,9607,2506,343,2,low,10.9
1,sell_immediately,yes_always,spend_it,quarterly,vacation,3198,1801,30,3,low,6.7
1,wait_and_see,yes_sometimes,spend_it,rarely,emergency fund,26846,2940,718,2,medium,8.1
5,sell_immediately,no_experience,save_half,monthly,buy a house,377672,94368,14534,4,high,32.0
15,wait_and_see,no_never,save_half,daily,retirement,902146,677374,3583,10,medium,45.8
2,sell_immediately,yes_always,spend_it,rarely,vacation,10952,3420,250,3,low,1.0
8,buy_more,no_never,invest_all,quarterly,buy a house,150187,53893,1131,5,medium,23.1
2,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,11495,5989,77,2,low,7.4
3,buy_more,yes_sometimes,invest_all,weekly,retirement,845354,624253,4828,7,medium,48.0
25,buy_more,no_never,invest_all,monthly,retirement,2692580,5985474,11937,25,high,95.9
18,wait_and_see,no_never,save_half,monthly,retirement,1011998,161231,5594,20,medium,56.4
1,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,15476,6203,345,3,medium,9.4
5,sell_immediately,yes_sometimes,save_all,rarely,buy a house,333323,580216,3005,5,high,27.9
7,wait_and_see,yes_sometimes,save_half,weekly,buy a house,141501,139174,1014,7,medium,25.0
30,buy_more,no_never,invest_all,weekly,retirement,2759711,4068957,46981,15,high,95.4
2,sell_immediately,yes_always,save_all,quarterly,vacation,9951,2153,211,2,low,3.1
8,wait_and_see,no_never,invest_all,weekly,buy a house,158162,208709,4199,5,high,40.5
10,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,539470,559640,3856,10,high,65.0
3,wait_and_see,no_experience,invest_all,quarterly,wealth building,226497,34959,3469,7,high,53.9
1,sell_immediately,no_experience,save_half,monthly,buy a house,31654,11415,88,3,low,12.9
4,wait_and_see,no_experience,save_half,rarely,save for a car,23771,5356,164,3,low,13.0
2,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,6620,3268,389,1,low,6.2
8,wait_and_see,no_never,save_half,monthly,buy a house,517805,205631,9965,10,high,38.1
6,wait_and_see,yes_sometimes,save_half,weekly,retirement,1979242,303100,33461,5,high,62.1
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,25827,5925,594,5,high,29.4
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,6268,6817,223,1,medium,6.1
2,sell_immediately,no_experience,save_all,monthly,save for a car,50164,31190,256,3,medium,8.0
10,buy_more,yes_sometimes,save_half,weekly,wealth building,281156,212794,1030,20,medium,44.0
5,wait_and_see,no_experience,save_half,quarterly,emergency fund,18108,1798,231,3,low,6.0
15,buy_more,no_never,save_half,monthly,wealth building,70517,64647,112,20,medium,41.6
25,buy_more,yes_sometimes,invest_all,monthly,retirement,373136,437804,1703,20,medium,64.8
15,buy_more,yes_sometimes,invest_all,weekly,retirement,840225,366711,2998,25,high,94.9
0,sell_immediately,yes_sometimes,save_all,quarterly,vacation,10137,8816,97,2,low,6.6
1,sell_immediately,no_experience,save_all,rarely,save for a car,91283,59905,2189,2,high,17.7
5,sell_immediately,no_experience,save_half,quarterly,emergency fund,34845,5651,503,4,medium,5.6
3,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,44773,64590,1503,2,high,4.9
4,sell_immediately,yes_sometimes,save_all,monthly,save for a car,25930,6301,395,5,medium,18.6
4,buy_more,no_experience,save_half,monthly,buy a house,131686,131105,507,12,medium,24.7
7,buy_more,no_experience,invest_all,quarterly,buy a house,217840,350294,1321,7,high,35.6
8,wait_and_see,yes_sometimes,invest_all,weekly,retirement,2051114,3721641,8574,15,high,82.3
8,buy_more,no_never,invest_all,daily,wealth building,353976,135444,1209,15,medium,42.4
4,sell_immediately,yes_sometimes,save_all,quarterly,buy a house,102330,60850,1294,5,medium,15.8
2,wait_and_see,yes_sometimes,save_all,monthly,save for a car,54141,89277,1440,3,high,18.9
18,buy_more,no_never,invest_all,daily,wealth building,232389,124608,941,10,medium,45.6
2,sell_immediately,no_experience,save_all,quarterly,save for a car,12119,8306,108,3,low,7.1
15,wait_and_see,no_never,save_half,daily,retirement,1945560,4598109,11076,15,high,83.6
5,sell_immediately,no_experience,save_half,monthly,buy a house,181514,36319,5488,3,medium,17.7
8,buy_more,no_never,invest_all,monthly,retirement,1353393,2013202,5640,15,high,87.0
6,wait_and_see,no_experience,invest_all,monthly,retirement,856485,1259548,20618,5,high,73.3
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,53166,33615,1359,4,high,7.2
2,wait_and_see,yes_always,spend_it,quarterly,emergency fund,3584,1202,187,1,low,1.9
20,buy_more,no_never,invest_all,monthly,retirement,1486356,2717123,3076,25,medium,59.3
8,buy_more,yes_sometimes,invest_all,weekly,buy a house,93622,120978,261,10,high,33.6
12,wait_and_see,no_never,invest_all,daily,wealth building,1088225,1284513,13047,10,high,76.6
5,buy_more,no_never,invest_all,weekly,buy a house,58487,73571,670,5,medium,26.0
0,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,6182,2722,67,2,low,11.5
7,wait_and_see,no_never,invest_all,weekly,buy a house,61529,43268,338,7,medium,28.7
10,wait_and_see,yes_sometimes,invest_all,monthly,retirement,758944,123702,3470,20,medium,44.6
15,wait_and_see,yes_sometimes,invest_all,monthly,wealth building,526054,186799,4337,10,high,64.9
20,buy_more,no_never,invest_all,monthly,retirement,3418570,4494483,27978,15,high,90.8
5,sell_immediately,yes_sometimes,save_half,monthly,save for a car,99784,148956,3149,3,high,24.2
25,buy_more,no_never,invest_all,weekly,retirement,658565,341609,3623,15,high,90.9
2,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,15994,3228,57,5,low,1.0
3,buy_more,no_experience,save_half,monthly,wealth building,1046153,989785,10411,10,high,60.4
4,wait_and_see,no_never,invest_all,quarterly,buy a house,418060,209512,8612,5,high,35.6
4,wait_and_see,no_never,invest_all,monthly,wealth building,962135,1133068,2663,10,high,59.8
