years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
5,wait_and_see,no_experience,save_half,quarterly,buy a house,113020,39471,296,8,medium,60.8
0,wait_and_see,no_experience,save_half,rarely,emergency fund,22853,5282,222,2,medium,35.5
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,35669,13938,354,5,high,74.1
6,buy_more,yes_sometimes,save_half,monthly,save for a car,25229,4085,192,5,medium,72.9
1,sell_immediately,yes_always,spend_it,quarterly,vacation,11474,2065,128,2,medium,17.1
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,231348,27170,1200,8,high,73.5
10,buy_more,no_never,invest_all,monthly,wealth building,436154,179330,1958,15,high,100.0
12,buy_more,no_never,invest_all,weekly,retirement,266015,132778,727,12,medium,100.0
1,wait_and_see,no_experience,save_all,rarely,save for a car,12619,667,323,2,medium,39.2
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,14625,2206,42,7,medium,61.1
0,sell_immediately,no_experience,save_all,rarely,emergency fund,4043,318,18,4,low,6.0
1,sell_immediately,no_experience,save_half,quarterly,save for a car,21257,289,132,4,low,35.2
10,buy_more,no_experience,invest_all,weekly,wealth building,106614,38454,373,10,high,100.0
10,buy_more,no_experience,invest_all,weekly,wealth building,184917,23804,641,12,medium,100.0
15,buy_more,no_never,invest_all,daily,retirement,756806,342826,528,30,high,100.0
5,wait_and_see,yes_sometimes,save_half,monthly,buy a house,154698,18006,744,7,high,69.9
15,buy_more,no_never,invest_all,daily,retirement,331810,101268,273,30,high,100.0
3,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,24388,1789,232,3,medium,32.4
4,wait_and_see,no_experience,save_half,monthly,buy a house,134785,10033,500,7,medium,67.8
6,wait_and_see,no_experience,save_half,monthly,save for a car,27128,9889,200,5,medium,66.9
12,wait_and_see,no_never,save_half,monthly,retirement,360772,233937,1145,12,high,100.0
12,wait_and_see,no_never,save_half,weekly,retirement,561778,17817,4564,10,high,100.0
3,wait_and_see,no_experience,save_half,quarterly,save for a car,37779,15045,199,5,medium,58.4
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,110695,32856,274,5,high,67.0
4,wait_and_see,no_experience,save_half,quarterly,buy a house,79448,39363,351,5,medium,62.4
2,sell_immediately,yes_sometimes,save_half,quarterly,emergency fund,6297,2572,53,2,medium,28.0
2,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,8703,1307,60,2,medium,18.9
10,buy_more,no_experience,save_half,monthly,wealth building,260722,54869,1085,12,high,92.5
6,wait_and_see,no_never,save_half,weekly,wealth building,382105,2814,2000,15,high,100.0
4,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,68589,5009,283,5,medium,60.5
6,buy_more,yes_sometimes,save_half,monthly,save for a car,29269,2395,150,5,medium,71.5
1,sell_immediately,yes_always,spend_it,quarterly,vacation,13753,1443,509,1,medium,12.9
3,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,23290,11779,148,5,high,70.3
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,10847,373,117,4,low,36.6
1,sell_immediately,no_experience,save_half,rarely,save for a car,10376,981,56,2,low,25.7
3,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,203266,81884,848,5,high,79.5
4,wait_and_see,no_experience,save_half,quarterly,save for a car,57169,19863,385,7,high,62.9
2,sell_immediately,no_experience,save_half,quarterly,emergency fund,19323,7859,133,4,medium,31.0
0,sell_immediately,yes_always,spend_it,rarely,vacation,6863,239,144,2,low,3.8
3,sell_immediately,no_experience,save_all,quarterly,save for a car,20275,978,226,3,low,24.1
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,47694,5246,635,7,high,75.0
3,wait_and_see,no_experience,invest_all,quarterly,buy a house,48316,2491,429,5,medium,71.6
6,wait_and_see,no_experience,save_half,monthly,buy a house,83671,21941,124,7,medium,68.5
4,wait_and_see,no_experience,invest_all,quarterly,buy a house,72696,39917,312,5,medium,74.1
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,78841,33435,175,7,medium,73.0
3,wait_and_see,no_experience,save_all,rarely,save for a car,32484,15258,211,4,medium,54.3
1,sell_immediately,yes_always,spend_it,rarely,vacation,14635,3190,139,2,medium,10.1
4,wait_and_see,no_experience,save_half,monthly,save for a car,37055,25566,251,5,high,70.8
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,132963,34128,345,7,medium,65.4
3,wait_and_see,no_experience,save_half,quarterly,emergency fund,11563,2542,70,4,medium,45.5
4,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,139479,12249,1099,5,medium,71.4
12,buy_more,no_experience,save_half,weekly,retirement,886964,608138,2206,15,high,100.0
8,wait_and_see,no_never,save_half,weekly,wealth building,148908,52339,780,10,high,91.2
5,wait_and_see,no_experience,save_half,monthly,save for a car,15224,1169,94,7,medium,63.0
6,wait_and_see,no_never,save_half,monthly,wealth building,369812,123371,842,15,high,95.0
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,122678,3564,734,8,high,76.5
1,sell_immediately,yes_always,save_all,quarterly,emergency fund,9575,4676,117,2,medium,14.8
5,buy_more,yes_sometimes,save_half,monthly,save for a car,13465,7552,54,5,medium,66.5
2,wait_and_see,no_experience,save_half,quarterly,save for a car,28194,9165,166,2,medium,45.9
1,sell_immediately,no_experience,save_all,rarely,save for a car,23121,6714,311,2,medium,30.5
0,sell_immediately,no_experience,save_half,rarely,emergency fund,8251,782,29,3,low,12.0
12,wait_and_see,no_experience,save_half,monthly,retirement,638650,92220,1779,10,medium,78.1
4,wait_and_see,no_experience,save_half,monthly,save for a car,43068,22465,223,5,high,70.6
6,wait_and_see,no_experience,save_half,quarterly,save for a car,49665,9535,483,7,high,61.9
1,sell_immediately,no_experience,save_half,quarterly,save for a car,29190,6934,228,2,medium,40.3
3,buy_more,no_experience,invest_all,monthly,buy a house,82600,2640,440,7,medium,83.9
3,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,8325,778,28,3,low,28.8
6,buy_more,yes_sometimes,invest_all,monthly,buy a house,176681,91840,639,8,high,92.4
12,buy_more,no_experience,save_half,monthly,wealth building,476184,63113,1249,12,high,100.0
1,sell_immediately,yes_sometimes,spend_it,rarely,vacation,3825,273,110,1,low,1.0
4,wait_and_see,no_experience,save_half,monthly,save for a car,27170,5354,213,8,high,69.6
6,buy_more,no_experience,save_half,monthly,wealth building,67861,7314,342,10,medium,79.9
4,wait_and_see,no_experience,save_half,monthly,save for a car,22840,5730,136,8,high,67.8
10,buy_more,no_never,save_half,weekly,retirement,365073,11038,1366,10,medium,98.5
4,buy_more,no_experience,save_half,quarterly,save for a car,36213,16173,124,8,high,70.4
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,51884,9534,252,8,medium,72.9
8,wait_and_see,no_experience,invest_all,weekly,wealth building,530669,101491,2462,10,high,94.1
5,wait_and_see,no_experience,save_half,quarterly,buy a house,128330,10567,856,5,medium,56.5
10,wait_and_see,no_experience,invest_all,weekly,retirement,861997,134850,2109,12,high,100.0
10,wait_and_see,no_experience,invest_all,monthly,wealth building,159506,63460,472,12,high,100.0
3,buy_more,yes_sometimes,invest_all,quarterly,buy a house,139675,9490,949,5,medium,73.9
10,wait_and_see,no_experience,invest_all,monthly,retirement,513966,48074,1018,15,medium,89.5
6,wait_and_see,no_never,invest_all,monthly,retirement,564553,159321,1098,10,medium,100.0
3,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,11710,1223,43,3,low,38.4
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,22013,2450,241,7,high,73.8
3,wait_and_see,no_experience,invest_all,quarterly,save for a car,32569,6893,73,7,medium,65.2
4,wait_and_see,no_experience,save_half,monthly,buy a house,75879,3267,627,8,high,76.8
20,buy_more,no_never,invest_all,weekly,wealth building,565396,438633,791,20,high,100.0
4,buy_more,yes_sometimes,invest_all,quarterly,save for a car,49935,25587,179,7,high,78.1
6,buy_more,no_experience,save_half,monthly,buy a house,63943,22667,321,8,medium,78.5
15,buy_more,no_never,invest_all,weekly,wealth building,132960,9423,237,20,high,100.0
1,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,23640,5929,377,2,medium,18.3
12,wait_and_see,no_never,save_half,monthly,wealth building,156142,22065,544,15,medium,92.6
0,sell_immediately,yes_always,spend_it,quarterly,emergency fund,7092,1111,86,2,low,1.0
0,wait_and_see,yes_always,spend_it,quarterly,vacation,7055,1728,141,1,medium,15.9
6,wait_and_see,no_never,save_half,monthly,retirement,398106,21990,1396,15,medium,89.6
0,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,21679,4980,125,4,medium,38.6
5,buy_more,no_experience,save_half,monthly,save for a car,35043,3608,165,5,medium,70.1
0,wait_and_see,yes_sometimes,save_half,rarely,save for a car,13801,3749,151,2,low,35.6
8,buy_more,no_never,save_half,monthly,retirement,793241,91417,2345,12,high,100.0
5,wait_and_see,no_experience,save_half,monthly,buy a house,144658,18394,991,8,medium,68.7
6,buy_more,yes_sometimes,save_half,monthly,buy a house,105280,30273,400,5,medium,80.6
12,buy_more,no_never,invest_all,weekly,wealth building,176768,45593,605,10,medium,100.0
0,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,12266,3769,55,3,low,19.2
12,buy_more,no_experience,save_half,weekly,wealth building,286594,246577,899,12,high,100.0
0,sell_immediately,yes_always,spend_it,rarely,vacation,6856,1171,150,1,low,1.0
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,30894,8261,61,7,medium,50.8
3,wait_and_see,no_experience,invest_all,quarterly,buy a house,126496,9815,989,7,high,77.9
3,wait_and_see,no_experience,save_half,rarely,save for a car,16440,5726,102,4,medium,52.4
0,sell_immediately,yes_always,save_all,quarterly,emergency fund,11210,1126,95,1,low,1.0
6,wait_and_see,no_experience,save_half,monthly,retirement,1071724,351636,2799,12,high,90.5
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,26576,8757,255,8,high,69.8
3,buy_more,yes_sometimes,invest_all,quarterly,save for a car,29278,4437,70,8,medium,66.7
1,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,4166,1088,21,2,low,20.1
1,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,18266,2474,85,3,medium,43.5
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,18334,554,213,3,low,32.6
6,wait_and_see,no_experience,save_half,quarterly,save for a car,22640,12758,243,5,high,66.9
3,wait_and_see,no_experience,invest_all,quarterly,save for a car,37141,4328,117,7,medium,67.9
5,wait_and_see,no_experience,invest_all,monthly,save for a car,41863,9452,237,8,high,75.1
1,sell_immediately,yes_always,save_all,rarely,emergency fund,7727,1619,120,2,medium,6.0
5,buy_more,no_experience,invest_all,monthly,save for a car,39798,2883,177,5,medium,75.5
3,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,65105,20546,181,5,medium,67.1
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,16698,2998,117,5,medium,63.9
5,wait_and_see,no_experience,save_half,quarterly,save for a car,23007,6928,71,7,medium,55.9
6,wait_and_see,no_experience,save_half,quarterly,buy a house,144550,9640,616,8,medium,59.9
12,wait_and_see,no_never,invest_all,weekly,wealth building,129413,7522,337,15,medium,100.0
10,buy_more,no_never,save_half,weekly,retirement,233786,9896,1009,10,medium,100.0
10,buy_more,no_never,invest_all,monthly,wealth building,276452,189997,980,10,high,100.0
1,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,4509,843,31,2,low,29.9
6,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,148974,36719,437,7,medium,79.4
0,sell_immediately,no_experience,save_half,rarely,save for a car,22350,836,216,3,low,25.5
12,wait_and_see,no_experience,save_half,monthly,retirement,530100,124132,1147,12,high,89.3
25,buy_more,no_never,invest_all,weekly,retirement,680745,39035,1192,25,high,100.0
3,buy_more,no_experience,save_half,monthly,buy a house,43208,7725,257,5,medium,73.3
6,buy_more,no_never,save_half,weekly,wealth building,456064,42465,3157,10,high,100.0
3,sell_immediately,yes_sometimes,save_half,rarely,save for a car,13012,857,131,3,medium,32.8
1,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,6682,1656,66,1,medium,25.1
10,buy_more,no_never,invest_all,weekly,wealth building,130743,33248,375,12,medium,100.0
3,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,18004,4307,182,3,medium,25.4
2,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,7662,300,40,4,low,16.7
3,wait_and_see,no_experience,save_all,quarterly,emergency fund,13641,2195,103,4,medium,37.4
0,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,11058,1912,102,1,low,3.7
2,sell_immediately,yes_always,spend_it,rarely,emergency fund,10600,1235,68,2,low,1.0
12,buy_more,no_never,save_half,weekly,retirement,696291,263388,3606,12,high,100.0
2,wait_and_see,no_experience,save_all,quarterly,save for a car,17992,1746,60,4,low,31.2
8,wait_and_see,no_experience,save_half,weekly,wealth building,320762,109225,2081,10,high,96.5
3,buy_more,yes_sometimes,save_half,quarterly,save for a car,30875,7025,69,7,medium,67.4
1,sell_immediately,yes_always,save_all,rarely,vacation,6533,1676,147,1,low,1.9
5,wait_and_see,no_experience,save_half,monthly,save for a car,20874,1608,139,8,medium,67.7
5,buy_more,no_experience,save_half,monthly,save for a car,43934,3374,194,8,high,75.8
10,wait_and_see,no_experience,invest_all,monthly,retirement,672038,1463,5442,12,high,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,60379,9522,126,8,medium,55.3
8,buy_more,no_never,invest_all,monthly,wealth building,497830,167272,1215,10,high,100.0
3,wait_and_see,no_experience,save_half,monthly,save for a car,19614,7408,133,5,medium,65.5
2,sell_immediately,no_experience,save_all,quarterly,save for a car,15161,3151,61,4,low,29.6
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,80412,18909,159,7,medium,64.1
20,buy_more,no_never,invest_all,daily,retirement,508699,132768,759,30,high,100.0
1,wait_and_see,yes_sometimes,save_all,rarely,save for a car,21105,703,163,4,low,34.3
5,buy_more,yes_sometimes,save_half,monthly,save for a car,26157,7682,46,7,medium,63.8
3,wait_and_see,no_experience,save_half,monthly,buy a house,71418,29956,222,8,medium,67.4
3,wait_and_see,no_experience,save_half,quarterly,save for a car,15729,3744,52,7,medium,66.1
12,wait_and_see,no_experience,invest_all,weekly,wealth building,118302,9174,218,12,medium,98.7
2,wait_and_see,no_experience,save_half,rarely,save for a car,12950,2877,86,4,medium,48.8
1,sell_immediately,no_experience,save_all,rarely,save for a car,21882,6176,67,4,low,26.2
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,53636,9368,599,7,high,64.5
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,40768,10437,131,7,medium,67.9
3,wait_and_see,no_experience,save_all,rarely,save for a car,22229,338,263,3,low,38.7
1,wait_and_see,no_experience,save_half,quarterly,emergency fund,6297,1439,22,3,low,30.0
10,buy_more,no_never,invest_all,monthly,retirement,401107,19110,1652,12,medium,100.0
3,wait_and_see,no_experience,save_half,monthly,save for a car,29120,1377,248,7,medium,59.8
6,wait_and_see,no_experience,save_half,monthly,buy a house,112245,48697,305,8,medium,71.5
5,buy_more,no_experience,save_half,monthly,save for a car,27369,3928,218,7,medium,70.7
3,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,86873,28252,304,7,medium,70.2
6,wait_and_see,no_never,save_half,monthly,retirement,613693,145636,465,12,medium,86.5
6,buy_more,no_experience,save_half,monthly,wealth building,468438,43847,2052,15,high,96.4
2,wait_and_see,yes_always,spend_it,rarely,emergency fund,5665,467,240,1,low,9.2
2,sell_immediately,no_experience,save_all,rarely,save for a car,18193,8717,179,2,medium,32.4
4,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,135696,39266,355,8,medium,78.4
10,wait_and_see,no_never,save_half,monthly,retirement,538804,26835,1314,10,medium,86.8
6,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,59458,16461,200,7,medium,73.4
0,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,19445,7364,334,2,medium,25.1
6,wait_and_see,no_experience,save_half,quarterly,save for a car,34901,6422,310,8,high,70.5
3,wait_and_see,no_experience,save_all,quarterly,emergency fund,14336,134,356,2,low,42.0
1,wait_and_see,no_experience,save_all,rarely,save for a car,18253,923,196,2,low,31.7
5,buy_more,yes_sometimes,invest_all,quarterly,save for a car,19186,3951,117,8,medium,73.7
1,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,19264,7907,298,1,medium,11.0
20,buy_more,no_never,invest_all,weekly,retirement,1093858,226433,1833,20,high,100.0
3,sell_immediately,no_experience,save_half,quarterly,save for a car,24790,6925,174,4,low,37.8
6,buy_more,no_experience,invest_all,monthly,wealth building,447287,62442,3326,12,high,100.0
12,buy_more,no_experience,invest_all,weekly,retirement,373688,62093,1431,12,high,100.0
2,sell_immediately,no_experience,save_all,rarely,save for a car,39473,13507,327,4,medium,26.7
2,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,22083,9319,179,3,medium,46.0
6,wait_and_see,no_experience,invest_all,monthly,wealth building,139303,15506,214,15,medium,85.2
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,56115,3592,304,7,high,68.1
3,wait_and_see,no_experience,invest_all,monthly,buy a house,182503,70333,2106,5,high,87.3
2,sell_immediately,yes_sometimes,save_all,rarely,vacation,2774,224,78,1,low,5.8
8,wait_and_see,no_never,invest_all,monthly,retirement,640649,119539,2291,12,medium,100.0
0,sell_immediately,no_experience,save_half,rarely,save for a car,23935,5247,182,2,low,24.5
6,wait_and_see,no_never,save_half,monthly,retirement,203199,42460,185,15,medium,90.1
10,wait_and_see,no_never,invest_all,monthly,wealth building,280640,101479,1570,10,high,100.0
5,wait_and_see,no_experience,save_half,quarterly,save for a car,36931,4380,244,8,medium,59.5
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,30709,1168,398,4,medium,38.7
8,buy_more,no_never,save_half,monthly,retirement,910298,706593,3446,10,high,100.0
5,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,26016,4513,38,8,medium,66.6
2,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,4377,144,58,2,low,24.6
6,wait_and_see,no_experience,save_half,quarterly,buy a house,140806,42163,285,8,medium,68.4
3,wait_and_see,yes_sometimes,save_half,rarely,emergency fund,5863,988,43,2,medium,36.0
12,buy_more,no_experience,invest_all,monthly,wealth building,218315,85370,802,10,medium,100.0
10,wait_and_see,no_experience,save_half,monthly,wealth building,92505,21578,572,12,high,91.2
5,buy_more,no_experience,save_half,monthly,buy a house,139466,20099,448,5,medium,75.3
12,buy_more,no_never,save_half,weekly,wealth building,169860,30016,365,10,medium,100.0
10,buy_more,no_never,save_half,weekly,retirement,340630,153166,1471,15,high,100.0
10,wait_and_see,no_experience,invest_all,monthly,wealth building,311206,63358,872,15,high,90.3
1,wait_and_see,yes_sometimes,save_half,rarely,save for a car,30706,16488,212,3,medium,42.1
1,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,11738,2285,189,2,low,17.1
1,sell_immediately,yes_always,spend_it,quarterly,vacation,2938,403,79,1,low,5.6
0,sell_immediately,yes_sometimes,save_all,rarely,vacation,5961,197,56,2,low,12.9
0,sell_immediately,yes_sometimes,spend_it,quarterly,vacation,12403,3939,168,1,medium,7.1
0,sell_immediately,no_experience,save_half,rarely,save for a car,33414,16255,301,2,medium,32.0
5,wait_and_see,no_experience,invest_all,quarterly,save for a car,29565,11572,160,5,medium,68.4
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,139927,30414,537,8,medium,59.2
1,wait_and_see,yes_sometimes,spend_it,rarely,vacation,4009,1568,42,2,medium,27.6
3,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,55713,29013,152,8,medium,75.8
3,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,20981,617,180,2,low,32.2
6,wait_and_see,no_experience,save_half,quarterly,save for a car,21968,3280,175,8,high,67.6
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,144558,22709,867,5,medium,69.8
6,wait_and_see,no_experience,save_half,weekly,retirement,424232,196760,1866,10,high,87.5
6,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,24013,1699,115,5,medium,73.3
3,wait_and_see,no_experience,save_half,monthly,save for a car,35717,6800,168,5,medium,62.6
2,sell_immediately,no_experience,save_all,quarterly,save for a car,24951,5690,361,2,low,27.6
4,wait_and_see,yes_sometimes,save_half,monthly,buy a house,211550,164515,1027,7,high,74.5
5,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,108925,2099,382,8,medium,76.4
2,wait_and_see,yes_sometimes,spend_it,quarterly,vacation,10011,2343,47,2,medium,30.0
8,buy_more,no_never,invest_all,monthly,wealth building,151094,72928,350,10,medium,100.0
1,wait_and_see,yes_always,save_all,rarely,vacation,2608,67,76,1,low,12.9
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,142853,3929,1372,7,high,68.2
6,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,146826,36299,777,7,medium,70.3
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,18156,151,253,4,medium,44.0
15,buy_more,no_never,invest_all,weekly,wealth building,337190,64572,324,25,high,100.0
10,wait_and_see,no_experience,save_half,monthly,retirement,626040,217395,1266,12,medium,79.1
3,wait_and_see,no_experience,save_half,monthly,save for a car,32300,12114,165,5,medium,55.9
5,wait_and_see,no_experience,save_half,quarterly,buy a house,87292,23265,115,8,medium,63.2
4,buy_more,yes_sometimes,save_half,quarterly,buy a house,250382,167805,1460,8,high,79.6
6,buy_more,yes_sometimes,save_half,quarterly,save for a car,13008,4488,76,7,medium,70.0
8,buy_more,no_experience,save_half,weekly,retirement,523431,7940,1557,10,medium,90.9
12,buy_more,no_experience,save_half,monthly,wealth building,97672,36957,135,10,medium,86.5
5,buy_more,yes_sometimes,invest_all,quarterly,save for a car,13916,2123,87,8,medium,74.7
6,wait_and_see,yes_sometimes,save_half,monthly,buy a house,61919,22577,274,8,medium,70.9
1,wait_and_see,yes_sometimes,spend_it,quarterly,emergency fund,3431,255,43,2,low,18.2
3,buy_more,no_experience,save_half,monthly,save for a car,42094,5787,338,8,high,79.0
5,wait_and_see,no_experience,save_half,monthly,buy a house,64712,9928,506,5,medium,63.9
12,buy_more,no_experience,invest_all,monthly,retirement,768808,182828,3970,10,high,100.0
1,sell_immediately,yes_always,save_all,quarterly,emergency fund,11149,4103,76,2,low,13.3
5,buy_more,no_experience,invest_all,quarterly,save for a car,58561,1865,494,8,high,80.8
8,wait_and_see,no_never,invest_all,weekly,wealth building,252279,35672,860,15,high,100.0
10,wait_and_see,no_never,invest_all,monthly,retirement,623470,38411,2284,15,medium,100.0
12,wait_and_see,no_never,invest_all,monthly,retirement,920576,108278,5687,10,high,100.0
6,wait_and_see,no_experience,save_half,monthly,wealth building,183119,34083,296,12,medium,78.6
6,wait_and_see,no_never,invest_all,weekly,wealth building,476278,63611,989,12,high,100.0
6,buy_more,yes_sometimes,save_half,monthly,save for a car,43103,4606,402,7,high,82.0
3,wait_and_see,no_experience,save_half,monthly,save for a car,55603,33003,256,7,high,66.6
0,wait_and_see,no_experience,save_half,quarterly,emergency fund,19747,5043,123,3,medium,26.7
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,109751,27226,312,5,medium,58.0
3,sell_immediately,no_experience,save_half,quarterly,save for a car,23196,1075,252,3,low,36.0
12,wait_and_see,no_never,save_half,monthly,wealth building,118215,44605,139,12,medium,93.7
3,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,7785,348,164,2,medium,24.7
2,sell_immediately,yes_always,save_all,rarely,emergency fund,6475,340,84,2,medium,9.6
12,wait_and_see,no_never,save_half,weekly,retirement,340410,52800,468,15,medium,100.0
5,wait_and_see,no_experience,save_half,quarterly,buy a house,105524,17882,720,5,medium,59.8
20,buy_more,no_never,invest_all,daily,wealth building,532161,9689,2861,20,high,100.0
4,buy_more,no_experience,save_half,monthly,save for a car,31516,7418,118,5,medium,71.3
2,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,8105,755,47,2,low,4.6
4,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,152209,54311,892,5,high,76.3
20,buy_more,no_never,invest_all,weekly,wealth building,368753,136993,618,20,high,100.0
5,buy_more,no_experience,save_half,monthly,save for a car,39877,6921,148,7,medium,69.4
8,buy_more,no_experience,save_half,weekly,retirement,348588,76529,531,15,medium,97.0
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,101180,56461,289,7,medium,71.4
6,buy_more,yes_sometimes,save_half,monthly,save for a car,53317,6425,336,8,high,79.2
1,sell_immediately,yes_always,spend_it,rarely,vacation,3962,788,21,2,medium,1.9
6,buy_more,no_experience,save_half,weekly,wealth building,140659,1943,365,15,medium,87.5
3,buy_more,no_experience,save_half,quarterly,save for a car,20361,13873,101,8,high,76.5
3,buy_more,yes_sometimes,invest_all,monthly,buy a house,178208,43581,1918,7,high,85.6
0,sell_immediately,no_experience,save_all,quarterly,emergency fund,4989,493,20,4,low,14.1
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,125777,47431,574,8,high,75.2
2,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,22390,1683,169,2,low,31.2
6,wait_and_see,no_experience,invest_all,monthly,save for a car,32800,13331,113,8,medium,75.4
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,50095,14751,250,5,high,68.5
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,28988,2456,94,8,medium,62.0
5,buy_more,yes_sometimes,invest_all,monthly,buy a house,292338,180631,1333,8,high,93.0
4,wait_and_see,no_experience,save_half,monthly,save for a car,38317,7190,91,8,high,65.7
3,sell_immediately,no_experience,save_half,rarely,emergency fund,9967,267,97,3,low,20.1
20,buy_more,no_never,invest_all,weekly,retirement,331132,211314,647,30,high,100.0
5,buy_more,yes_sometimes,save_half,quarterly,buy a house,140093,57933,407,8,medium,72.4
2,wait_and_see,no_experience,save_half,quarterly,emergency fund,11429,1961,103,4,low,37.6
20,buy_more,no_never,invest_all,weekly,wealth building,594425,4751,1511,25,high,100.0
12,wait_and_see,no_experience,invest_all,monthly,retirement,802716,199862,1854,15,high,100.0
3,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,19656,3938,109,3,medium,32.0
5,buy_more,no_experience,save_half,monthly,save for a car,16486,2876,62,5,medium,72.2
0,wait_and_see,no_experience,save_all,rarely,emergency fund,11946,1044,139,4,medium,29.2
3,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,39472,7077,216,8,medium,71.4
10,buy_more,no_never,save_half,weekly,retirement,411894,59799,541,15,medium,100.0
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,81694,32630,183,8,medium,65.4
2,sell_immediately,no_experience,save_half,quarterly,emergency fund,19174,3652,237,4,medium,34.9
3,wait_and_see,no_experience,save_half,quarterly,emergency fund,5888,1057,22,2,low,38.2
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,33147,9996,198,4,medium,41.8
12,wait_and_see,no_never,invest_all,weekly,retirement,527728,26263,3825,12,high,100.0
6,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,122700,18962,330,8,medium,65.5
8,wait_and_see,no_never,invest_all,weekly,wealth building,265405,18792,1533,10,high,100.0
5,wait_and_see,no_experience,save_half,monthly,save for a car,29101,744,231,5,medium,60.7
8,wait_and_see,no_never,invest_all,monthly,retirement,176345,30499,628,10,medium,93.7
1,sell_immediately,no_experience,save_half,rarely,save for a car,35576,8131,197,2,medium,35.6
2,wait_and_see,yes_always,save_all,rarely,emergency fund,7506,1095,105,1,low,8.7
